tube,top,bottom,length,Na (ppb),NH4 (ppb),K (ppb),Mg (ppb),Ca (ppb),Cl (ppb),NO3 (ppb),SO4 (ppb)
2,17.41463415,17.43902439,0.024390244,8.93,8.93,1.39,0.72,4.72,23.24,41.02,39.46
2,17.43902439,17.46341463,0.024390244,6.87,6.87,1.79,0.23,9.89,17.13,48.96,71.18
2,17.46341463,17.48780488,0.024390244,10.81,10.81,1.76,0.2,4.38,34.62,44.44,128.25
2,17.48780488,17.51219512,0.024390244,19.31,19.31,1.84,0.71,1.7,65.65,33.14,156.66
2,17.51219512,17.53658537,0.024390244,17.86,17.86,1.63,0.95,2.4,66.81,35.51,150.01
2,17.53658537,17.56097561,0.024390244,112.07,112.07,4.1,23.22,5.48,195.07,29.2,129.66
2,17.56097561,17.58536585,0.024390244,222.72,222.72,6.94,16.07,10.05,325.03,28.89,77.83
2,17.58536585,17.6097561,0.024390244,84.32,84.32,3.5,9.49,6.52,159.74,18.66,37.73
2,17.6097561,17.63414634,0.024390244,66.11,66.11,2.52,5.76,5.16,110.11,23.72,23.54
2,17.63414634,17.65853659,0.024390244,83.07,83.07,2.59,5.6,16.91,105.83,22.49,23.75
2,17.65853659,17.68292683,0.024390244,68.86,68.86,3.16,5.71,5.89,102.68,24.3,24.93
2,17.68292683,17.70731707,0.024390244,49.33,49.33,5.93,5.8,4.74,70.92,37.78,26.09
2,17.70731707,17.73170732,0.024390244,37.01,37.01,5.78,3.23,3.47,61.5,50.54,21.31
2,17.73170732,17.75609756,0.024390244,66.12,66.12,4.07,5.75,4.02,96.65,42.39,62.83
2,17.75609756,17.7804878,0.024390244,12.69,12.69,3.06,4.13,7.87,36.06,52.76,71.43
2,17.7804878,17.80487805,0.024390244,89.82,89.82,3.85,15.79,10.99,147.59,27.48,58.43
2,17.80487805,17.82926829,0.024390244,159.39,159.39,5.38,13.9,11.31,234.1,22.93,49.24
2,17.82926829,17.85365854,0.024390244,144.52,144.52,5.09,14.41,9.97,217.63,23.75,48.59
2,17.85365854,17.87804878,0.024390244,96.74,96.74,3.84,13.63,8.23,161.09,24.15,41.39
2,17.87804878,17.90243902,0.024390244,107.01,107.01,3.58,10.35,6.92,157.93,25.65,37.84
2,17.90243902,17.92682927,0.024390244,79.77,79.77,2.92,12.77,5.68,120.01,30.23,57.77
2,17.92682927,17.95121951,0.024390244,15.1,15.1,1.58,3.85,3.92,33.59,45.18,59.82
2,17.95121951,17.97560976,0.024390244,5.03,5.03,1.46,0.81,3.73,27.44,45.98,64.72
2,17.97560976,18,0.024390244,0.61,0.61,1.33,0,3.63,21.28,50.92,58.68
2,18,18.02941176,0.029411765,106.06,106.06,6.7,39.07,20.88,160.24,27.06,191.65
2,18.02941176,18.05882353,0.029411765,123.09,123.09,6.47,21.41,15.29,232.98,21.56,44.26
2,18.05882353,18.08823529,0.029411765,168.6,168.6,7.84,20.02,15.34,298.76,19.93,34.64
2,18.08823529,18.11764706,0.029411765,104.73,104.73,5.79,20.18,11.88,213.61,18.1,25.17
2,18.11764706,18.14705882,0.029411765,69.11,69.11,2.74,12.19,7.38,135.24,22.37,20.84
2,18.14705882,18.17647059,0.029411765,35.62,35.62,22.69,7.64,9.99,67.18,46.64,35.32
2,18.17647059,18.20588235,0.029411765,28.59,28.59,9.92,3.16,7.68,51.55,48.93,72.46
2,18.20588235,18.23529412,0.029411765,12.48,12.48,1.02,1.55,6.61,36.69,64.93,120.03
2,18.23529412,18.26470588,0.029411765,23.94,23.94,3.98,2.9,11.56,61.62,62.09,160.29
2,18.26470588,18.29411765,0.029411765,23.47,23.47,1.51,2.77,6.3,55.16,59.33,136.07
2,18.29411765,18.32352941,0.029411765,18.86,18.86,1.72,2.04,6.04,34.52,67.92,57.14
2,18.32352941,18.35294118,0.029411765,16.49,16.49,1.16,1.85,6.5,29.56,51.63,20.88
2,18.35294118,18.38235294,0.029411765,33.66,33.66,1.12,4.08,5.58,51.32,31.39,19.61
2,18.38235294,18.41176471,0.029411765,26.37,26.37,0.99,3.47,3.58,46.03,29.89,14.14
2,18.41176471,18.44117647,0.029411765,36.44,36.44,1.62,3.94,7.61,60.95,28.59,18.92
2,18.44117647,18.47058824,0.029411765,34.59,34.59,1.15,3.68,4.58,59.03,28.12,15.8
2,18.47058824,18.5,0.029411765,33.91,33.91,2.55,4.07,12.57,54.14,39.67,17.26
2,18.5,18.52941176,0.029411765,88.49,88.49,2.96,11.33,8.21,168.52,29.11,66.91
2,18.52941176,18.55882353,0.029411765,264.84,264.84,11.69,33.41,14.76,406.83,16.78,253.29
2,18.55882353,18.58823529,0.029411765,88.58,88.58,3.88,13.51,8.02,158.47,35.47,103.68
2,18.58823529,18.61764706,0.029411765,70.35,70.35,2.79,9.31,7.47,110.56,45.2,50.09
2,18.61764706,18.64705882,0.029411765,48.7,48.7,3.45,7.21,13.67,79.32,38.45,34.48
2,18.64705882,18.67647059,0.029411765,28.95,28.95,1.29,4.09,5.3,43.07,27.48,20.47
2,18.67647059,18.70588235,0.029411765,9.71,9.71,0.88,1.29,3.04,19.83,32.58,16.64
2,18.70588235,18.73529412,0.029411765,26.91,26.91,1.26,2.51,3.84,44.52,39.01,23.97
2,18.73529412,18.76470588,0.029411765,41.3,41.3,1.88,3.86,3.73,67.01,45.17,30.83
2,18.76470588,18.79411765,0.029411765,32.6,32.6,2.09,3.5,4.8,58.35,56.4,53.2
2,18.79411765,18.82352941,0.029411765,77.83,77.83,4.72,7.95,8.14,140.44,41.89,73.15
2,18.82352941,18.85294118,0.029411765,97.96,97.96,3.88,13.74,6.99,176.87,35.04,58.56
2,18.85294118,18.88235294,0.029411765,161.87,161.87,10.95,15.45,22.89,262.28,31.88,62.91
2,18.88235294,18.91176471,0.029411765,66.73,66.73,4.3,8.06,14.55,129.88,33.71,22.61
2,18.91176471,18.94117647,0.029411765,46.95,46.95,2.01,5.07,9.81,78.15,39.06,17.43
2,18.94117647,18.97058824,0.029411765,38.25,38.25,1.86,4.49,7,61.56,36.79,17.22
2,18.97058824,19,0.029411765,49.99,49.99,18.33,7.56,24.38,78.63,37.86,47.69
2,19,19.03030303,0.03030303,105.28,105.28,4.65,8.22,19.19,167.37,22.36,32.89
2,19.03030303,19.06060606,0.03030303,51.96,51.96,11.29,7.24,11.62,93.65,30.28,30.13
2,19.06060606,19.09090909,0.03030303,31.79,31.79,2.25,3.89,6.37,55.62,40.84,43.46
2,19.09090909,19.12121212,0.03030303,28.62,28.62,1.52,2.92,4.68,46.55,49.83,70.91
2,19.12121212,19.15151515,0.03030303,49,49,3.83,5.66,18.14,73.24,42.13,93.68
2,19.15151515,19.18181818,0.03030303,50.88,50.88,2.92,4.8,8.74,78.99,35.74,39.61
2,19.18181818,19.21212121,0.03030303,48.75,48.75,2.23,4.19,6.97,76.03,31.76,32.43
2,19.21212121,19.24242424,0.03030303,55.71,55.71,4.88,6.3,14.42,79.91,27.66,36.95
2,19.24242424,19.27272727,0.03030303,24.82,24.82,1.3,2.99,8.4,37.34,31.32,28.12
2,19.27272727,19.3030303,0.03030303,19.55,19.55,1.26,1.8,5.61,32.23,47.51,27
2,19.3030303,19.33333333,0.03030303,69.85,69.85,10.34,5.71,29.57,103.85,53.63,61.46
2,19.33333333,19.36363636,0.03030303,84.02,84.02,3.84,7.83,24.27,137.15,47.72,71.54
2,19.36363636,19.39393939,0.03030303,59.89,59.89,3.45,6.13,10.76,102.35,47.27,102.64
2,19.39393939,19.42424242,0.03030303,49.73,49.73,2.73,4.7,8.28,90.5,44.17,142.24
2,19.42424242,19.45454545,0.03030303,56.2,56.2,2.97,7.67,7.42,100.52,45.26,146.75
2,19.45454545,19.48484848,0.03030303,50.65,50.65,2.99,7.54,7.41,89.03,59.42,78.91
2,19.48484848,19.51515152,0.03030303,27.44,27.44,1.61,4.49,4.19,50.51,53,38.81
2,19.51515152,19.54545455,0.03030303,33.93,33.93,3.5,5.12,23.6,55.58,47.71,32.05
2,19.54545455,19.57575758,0.03030303,50.55,50.55,2.1,4.87,11.56,91.4,41.79,25.77
2,19.57575758,19.60606061,0.03030303,65.92,65.92,2.45,6.75,7.28,140.26,38.61,29.78
2,19.60606061,19.63636364,0.03030303,51.18,51.18,2.05,6.24,5.05,116.4,44.95,35.58
2,19.63636364,19.66666667,0.03030303,38.87,38.87,1.81,5,5.53,68.81,58.06,82.74
2,19.66666667,19.6969697,0.03030303,71.93,71.93,2.89,7.58,5.59,110.5,44.01,77.67
2,19.6969697,19.72727273,0.03030303,43.63,43.63,2.65,5.91,8.42,75.84,52.97,39.87
2,19.72727273,19.75757576,0.03030303,39.79,39.79,1.86,5.78,9.13,70.19,48.85,36.14
2,19.75757576,19.78787879,0.03030303,32.65,32.65,1.32,4.46,7.42,62.93,40.04,25.37
2,19.78787879,19.81818182,0.03030303,51.18,51.18,1.61,5.8,3.93,81.71,31.36,29.28
2,19.81818182,19.84848485,0.03030303,24.82,24.82,1.56,3.84,4.86,40.18,43.44,28.14
2,19.84848485,19.87878788,0.03030303,47.35,47.35,1.35,5.16,5.86,73.38,30.14,64.35
2,19.87878788,19.90909091,0.03030303,26.73,26.73,1.4,3.35,8.85,41.36,34.89,91.39
2,19.90909091,19.93939394,0.03030303,27.3,27.3,1.73,5.85,17.39,43.61,37.39,58.12
2,19.93939394,19.96969697,0.03030303,81.05,81.05,2.58,6.51,10.37,130.52,22.95,29.19
2,19.96969697,20,0.03030303,54.22,54.22,2.58,7.07,7.12,89.76,22.26,24.8
2,20,20.03125,0.03125,45.12,45.12,3.77,4.78,9.02,67.46,19.76,17.04
2,20.03125,20.0625,0.03125,64.84,64.84,2.5,6.1,8.76,99.56,20.55,18.52
2,20.0625,20.09375,0.03125,66.46,66.46,2.31,5.91,6.76,104.1,18.57,16.27
2,20.09375,20.125,0.03125,49.29,49.29,1.5,4.18,3.91,76.73,15.16,12.73
2,20.125,20.15625,0.03125,27.49,27.49,1.23,4,2.9,44.63,25.56,11.47
2,20.15625,20.1875,0.03125,19.45,19.45,0.9,2.72,4.25,34.28,32.85,11.55
2,20.1875,20.21875,0.03125,34.45,34.45,1.8,3.78,4.06,53.75,43.63,46.77
2,20.21875,20.25,0.03125,52.98,52.98,2.81,6.03,9.27,85.07,42.56,64.96
2,20.25,20.28125,0.03125,17.31,17.31,1.39,2.78,4.49,39.81,59.37,16.17
2,20.28125,20.3125,0.03125,30.99,30.99,1.63,5.85,3.8,57.4,46.6,18.8
2,20.3125,20.34375,0.03125,107.32,107.32,3.9,7.59,5.94,182.36,22.82,24.81
2,20.34375,20.375,0.03125,106.76,106.76,3.86,9.37,6.78,179.54,26.64,28.81
2,20.375,20.40625,0.03125,28.56,28.56,1.27,7.81,3.92,48.96,49.78,47.97
2,20.40625,20.4375,0.03125,7.78,7.78,1.07,1.32,5.14,26.06,67.38,96.38
2,20.4375,20.46875,0.03125,4.4,4.4,0.88,0.25,3.3,22.56,75.34,105.6
2,20.46875,20.5,0.03125,18.8,18.8,1.22,2.06,3.85,41,85.74,86.86
2,20.5,20.53125,0.03125,32.07,32.07,2.32,4.41,5.58,57.09,73.06,40.14
2,20.53125,20.5625,0.03125,29.03,29.03,1.51,3.49,4.79,46.19,45.79,16.15
2,20.5625,20.59375,0.03125,15.58,15.58,1.11,1.48,2.6,23.03,32.09,8.59
2,20.59375,20.625,0.03125,25.18,25.18,1.42,2.66,4.17,37.83,35.47,16.55
2,20.625,20.65625,0.03125,22.29,22.29,1.23,2.14,2.47,37.7,53.55,12.49
2,20.65625,20.6875,0.03125,15.81,15.81,0.87,1.56,1.58,32.09,65.97,11.54
2,20.6875,20.71875,0.03125,37.99,37.99,2.3,3.39,5.13,61.53,65.64,30.93
2,20.71875,20.75,0.03125,41.14,41.14,1.79,8.82,5.04,77.04,51.28,57.18
2,20.75,20.78125,0.03125,88.41,88.41,2.94,15.58,6.47,162.94,30.98,43.74
2,20.78125,20.8125,0.03125,177.02,177.02,6.69,9.95,11.86,280.02,25.93,21.75
2,20.8125,20.84375,0.03125,92.84,92.84,5.43,12.09,7.25,178.8,22.23,22.88
2,20.84375,20.875,0.03125,53.02,53.02,2.77,9.73,6.2,92.65,32.54,21.14
2,20.875,20.90625,0.03125,13.7,13.7,1.33,3.99,3.95,23.82,28.78,16.26
2,20.90625,20.9375,0.03125,9.24,9.24,0.91,0.85,5.82,17.18,27.12,18.98
2,20.9375,20.96875,0.03125,18.3,18.3,1.42,1.47,8.17,28.32,40.89,61.42
2,20.96875,21,0.03125,27.16,27.16,2.26,2.51,7.28,44,43.86,57.09
2,21,21.04,0.04,68.47,68.47,3.22,8.17,7.14,107.49,27.32,35.49
2,21.04,21.08,0.04,23.7,23.7,1.87,3.01,5.3,39.65,28.05,28.42
2,21.08,21.12,0.04,10.66,10.66,1.16,0.71,3.47,16.33,22.55,29.09
2,21.12,21.16,0.04,11.73,11.73,1.33,0.63,3.25,20.1,29.94,35.06
2,21.16,21.2,0.04,15.45,15.45,1.41,0.89,2.74,29.23,46.26,66.4
2,21.2,21.24,0.04,57.08,57.08,2.58,6.7,5.42,96.04,38.44,88.97
2,21.24,21.28,0.04,95.94,95.94,3.65,7.94,7.45,160.19,38.81,32.15
2,21.28,21.32,0.04,124.62,124.62,8.28,10.78,15.61,197.8,39.5,41.12
2,21.32,21.36,0.04,57.11,57.11,2.54,7.59,7.87,95.58,46.6,32.66
2,21.36,21.4,0.04,50.13,50.13,2.63,5.58,7.53,87.35,54,57.17
2,21.4,21.44,0.04,100.1,100.1,4.04,8.88,4.9,174.18,47.95,52.41
2,21.44,21.48,0.04,110.74,110.74,4.57,11.53,5.17,175.25,49.1,66.35
2,21.48,21.52,0.04,34.7,34.7,2.02,5.53,5.04,57.03,59.78,23.94
2,21.52,21.56,0.04,69.08,69.08,2.31,8.14,4.08,103.92,35.54,60.85
2,21.56,21.6,0.04,74.31,74.31,2.91,9.53,5.78,115.92,33.01,74.93
2,21.6,21.64,0.04,27.15,27.15,1.61,4.34,3.58,41.71,37.67,37.91
2,21.64,21.68,0.04,29.95,29.95,4.08,2.95,6.38,39.83,33.26,50.78
2,21.68,21.72,0.04,18.28,18.28,1.74,1.81,4.44,26.59,40.78,74.44
2,21.72,21.76,0.04,37.99,37.99,1.97,3.05,3.37,62.73,49.51,85.88
2,21.76,21.8,0.04,17.62,17.62,1.64,2.05,2.03,36.64,73.58,40.72
2,21.8,21.84,0.04,42.55,42.55,1.79,4.33,4.12,62.25,47.96,25.57
2,21.84,21.88,0.04,63.45,63.45,2.59,4.73,5.4,91.82,26.71,47.49
2,21.88,21.92,0.04,48.11,48.11,4.29,6.99,6.91,88.12,40.34,56.8
2,21.92,21.96,0.04,79.48,79.48,4.84,9.64,6.95,127.26,36.92,45.12
2,21.96,22,0.04,56.16,56.16,6.81,6.95,4.9,86.29,25.9,27.98
2,22,22.025,0.025,27.75,27.75,3.51,2.59,7.24,42.01,22.02,26.46
2,22.025,22.05,0.025,19.39,19.39,1.39,1.84,6.06,32.58,27.07,22.43
2,22.05,22.075,0.025,20.34,20.34,1.05,1.76,5.5,32.21,31.35,43.32
2,22.075,22.1,0.025,36.67,36.67,1.32,3.51,5.23,50.11,25.42,108.8
2,22.1,22.125,0.025,63.89,63.89,2.36,6.65,7.65,80.95,20.26,124.83
2,22.125,22.15,0.025,13.08,13.08,1.23,1.66,6.72,22.97,35.66,26.29
2,22.15,22.175,0.025,9.82,9.82,0.98,0.42,2.59,13.98,22.22,11.2
2,22.175,22.2,0.025,15.37,15.37,1.18,1.06,6.01,20.48,21.48,14.83
2,22.2,22.225,0.025,18.28,18.28,1.01,1.68,5.01,25.94,21.5,23.36
2,22.225,22.25,0.025,71.36,71.36,3.97,13.66,10.74,109.7,17.55,57.17
2,22.25,22.275,0.025,109.27,109.27,5.36,11.54,13,180.84,11.59,35.53
2,22.275,22.3,0.025,87.07,87.07,4.31,8.3,9.58,146.44,10.83,23.79
2,22.3,22.325,0.025,67.33,67.33,2.48,6.21,5.11,106.98,12.94,17.32
2,22.325,22.35,0.025,67.18,67.18,2.38,5.91,3.96,102.43,16.17,18.29
2,22.35,22.375,0.025,79.66,79.66,2.54,10.64,4.29,114.09,15.23,43.17
2,22.375,22.4,0.025,34.38,34.38,1.75,5.66,4.4,57.19,20.91,24.36
2,22.4,22.425,0.025,43.58,43.58,2.02,5.53,2.88,65.26,22.62,23.72
2,22.425,22.45,0.025,42.46,42.46,2.19,5.72,2.45,66.38,22.34,20.63
2,22.45,22.475,0.025,42.18,42.18,1.56,5.77,2.4,66.67,22.36,22.09
2,22.475,22.5,0.025,39.74,39.74,1.69,5.79,2.51,61.93,23.14,21.7
2,22.5,22.525,0.025,42.04,42.04,1.78,5.83,4.54,65.23,22.65,22.34
2,22.525,22.55,0.025,43.64,43.64,1.68,5.99,3.22,67.41,24.32,21.39
2,22.55,22.575,0.025,40.83,40.83,2.44,5.63,5.04,64.11,24.12,21.45
2,22.575,22.6,0.025,41.91,41.91,2.56,5.86,6.82,65.83,25.29,20.84
2,22.6,22.625,0.025,48.03,48.03,4.04,7.24,7.3,73.56,27.99,24.44
2,22.625,22.65,0.025,55.18,55.18,4.57,7.8,8.41,82.98,27.5,26.72
2,22.65,22.675,0.025,50.24,50.24,2.48,6.56,5.23,77.6,24.6,20.3
2,22.675,22.7,0.025,50.56,50.56,2.34,6.55,4.5,78.51,25.14,22.87
2,22.7,22.725,0.025,50.76,50.76,2.16,6.88,3.69,78.74,26.83,24.02
2,22.725,22.75,0.025,46.49,46.49,2,6.29,4.2,70.81,24.76,20.78
2,22.75,22.775,0.025,46.62,46.62,2.23,5.55,3.1,71.29,25.32,24.39
2,22.775,22.8,0.025,47.57,47.57,1.63,5.91,4.64,71.68,26.26,23.03
2,22.8,22.825,0.025,48.48,48.48,2.04,6.15,5.59,73.27,27.43,27.12
2,22.825,22.85,0.025,51,51,2.11,6.03,6.81,68.19,27.87,25.32
2,22.85,22.875,0.025,47.61,47.61,4.36,5.94,6.75,71.15,24.1,24
2,22.875,22.9,0.025,14.67,14.67,2,2.63,5.56,22.24,32.64,14.03
2,22.9,22.925,0.025,27.25,27.25,2.4,3.21,8.05,42.65,30.34,17.31
2,22.925,22.95,0.025,110.82,110.82,4.27,13.12,9.81,165.92,18.93,65.43
2,22.95,22.975,0.025,27.14,27.14,3.17,3.67,5.94,42.38,42.27,54.23
2,22.975,23,0.025,58.57,58.57,3.88,6.65,7.92,86.19,38.7,44.08
2,23,23.025,0.025,50.99,50.99,20.46,3.88,12.49,72.87,62.83,44.43
2,23.025,23.05,0.025,30.98,30.98,4.25,2.33,7.28,59.35,59.66,41.21
2,23.05,23.075,0.025,196.06,196.06,9.26,20.06,12.19,300.05,34.25,144.01
2,23.075,23.1,0.025,177.43,177.43,7.34,25.76,10.05,302.09,33.75,119.83
2,23.1,23.125,0.025,104.86,104.86,4.44,10.72,6.93,183.46,46.55,41.9
2,23.125,23.15,0.025,79.99,79.99,2.91,11.2,5.16,131.8,54.72,44.18
2,23.15,23.175,0.025,63.63,63.63,3.08,9.67,4.43,96.68,46.58,82.45
2,23.175,23.2,0.025,32.91,32.91,2.45,4.45,5.89,50.71,57.51,97.91
2,23.2,23.225,0.025,36.8,36.8,1.9,4.15,3.6,62.55,51.54,92.17
2,23.225,23.25,0.025,44.56,44.56,2.25,5.23,7.06,68.47,50.67,78.16
2,23.25,23.275,0.025,41.48,41.48,2.73,5.09,8.64,62.56,51.84,41.88
2,23.275,23.3,0.025,33.71,33.71,2.74,5.8,7.81,52.46,44.08,28.33
2,23.3,23.325,0.025,40.63,40.63,2.78,4.29,6.85,64.24,29.25,19.45
2,23.325,23.35,0.025,42.02,42.02,2.54,3.91,3.71,66.11,19.89,19.03
2,23.35,23.375,0.025,21.58,21.58,2.37,2.83,4.75,33.82,26.83,21.41
2,23.375,23.4,0.025,40.54,40.54,4.14,8.04,7.75,49.66,34.9,27.81
2,23.4,23.425,0.025,16.17,16.17,1.41,1.17,5.26,16.5,39.23,44
2,23.425,23.45,0.025,6.3,6.3,0.76,0.34,2.09,10.79,39.57,39.64
2,23.45,23.475,0.025,33.16,33.16,1.85,4.14,3.47,49.43,31.41,72.79
2,23.475,23.5,0.025,79.95,79.95,2.73,11.08,3.72,129.02,22.26,49.91
2,23.5,23.525,0.025,53.47,53.47,2.15,5.55,2.76,88.53,25.02,19.01
2,23.525,23.55,0.025,55.58,55.58,2.89,5.13,4.34,84.88,26.24,18.82
2,23.55,23.575,0.025,50.51,50.51,2.05,4.21,3.37,75.6,32.1,16.1
2,23.575,23.6,0.025,58.56,58.56,2.78,8.28,5.07,88.87,31.87,39.75
2,23.6,23.625,0.025,20.05,20.05,1.49,3,3.35,32.1,48.15,76.29
2,23.625,23.65,0.025,6.22,6.22,0.73,0.31,1.79,13.13,58.84,66.41
2,23.65,23.675,0.025,5.62,5.62,1.02,0,2.88,12.78,56.98,61.05
2,23.675,23.7,0.025,12.84,12.84,1.57,0.51,3.1,23.34,53.32,54.27
2,23.7,23.725,0.025,75.54,75.54,3.56,9.8,7.41,119.69,34.98,63.77
2,23.725,23.75,0.025,54.05,54.05,2.97,7.83,5.47,87.06,31.63,40.01
2,23.75,23.775,0.025,20.14,20.14,1.63,2.93,20.69,59.31,36.35,25.28
2,23.775,23.8,0.025,48.82,48.82,1.71,5.88,6.66,68.13,20.59,57.71
2,23.8,23.825,0.025,20.86,20.86,1.54,1.96,3.96,27.5,29.26,54.84
2,23.825,23.85,0.025,10.13,10.13,1.12,0.54,2.27,16.44,38.86,49.63
2,23.85,23.875,0.025,8.78,8.78,1.04,0.2,2.02,18.17,50.09,51.07
2,23.875,23.9,0.025,30.08,30.08,2.32,2.58,8.99,41.15,55.42,89.65
2,23.9,23.925,0.025,22.12,22.12,1.66,1.85,7.95,35.17,47.02,124.42
2,23.925,23.95,0.025,27.77,27.77,1.61,2.78,7.3,40.56,53.72,101.13
2,23.95,23.975,0.025,29.8,29.8,1.25,3.04,3.29,35.05,57.75,48.48
2,23.975,24,0.025,34.65,34.65,3.37,5.2,8.5,42.19,50.69,38.87
2,24,24.03030303,0.03030303,126.64,126.64,6.52,8.06,9.48,173.43,22.83,28.88
2,24.03030303,24.06060606,0.03030303,49.21,49.21,4.12,5.61,7,80.35,29.1,12.47
2,24.06060606,24.09090909,0.03030303,49.95,49.95,2.8,6.26,7.1,77.53,27.69,16.25
2,24.09090909,24.12121212,0.03030303,45.25,45.25,1.81,7.04,5.76,71.88,31.81,20.96
2,24.12121212,24.15151515,0.03030303,23.25,23.25,1.32,3.28,5.03,41.12,37.28,36.66
2,24.15151515,24.18181818,0.03030303,16.42,16.42,6.64,2.3,13.49,33.35,44.85,47.25
2,24.18181818,24.21212121,0.03030303,98.34,98.34,2.92,13.17,7.38,149.05,29.4,50.89
2,24.21212121,24.24242424,0.03030303,74.48,74.48,2.75,10.74,6.03,121.63,34.95,28.79
2,24.24242424,24.27272727,0.03030303,64.44,64.44,2.42,9.6,4.63,99.65,44.03,24.97
2,24.27272727,24.3030303,0.03030303,95.37,95.37,3.48,14.06,5.4,142.29,39.81,54.6
2,24.3030303,24.33333333,0.03030303,118.24,118.24,4.39,14.82,9.05,178.49,38.9,51.99
2,24.33333333,24.36363636,0.03030303,65.37,65.37,2.75,9.49,6.79,102.89,53.24,37.54
2,24.36363636,24.39393939,0.03030303,37.37,37.37,1.9,5.82,5.63,58.37,58.61,69.07
2,24.39393939,24.42424242,0.03030303,22.48,22.48,1.72,2.73,4.01,43.17,54.98,102.81
2,24.42424242,24.45454545,0.03030303,32.23,32.23,3.21,4.53,4.46,52.77,57.85,104.82
2,24.45454545,24.48484848,0.03030303,93.07,93.07,3.89,17.22,5.14,139.44,44.47,70.36
2,24.48484848,24.51515152,0.03030303,84.51,84.51,3.47,10.39,5.02,134.12,39.14,29.73
2,24.51515152,24.54545455,0.03030303,106.77,106.77,4.03,9.31,4.02,213.13,45.04,31.44
2,24.54545455,24.57575758,0.03030303,14.04,14.04,1.35,2.2,1.94,26.22,49.16,66.54
2,24.57575758,24.60606061,0.03030303,51.86,51.86,3.31,5.63,10.64,93.18,37.07,60.26
2,24.60606061,24.63636364,0.03030303,39.32,39.32,3.03,5.08,2.97,72.58,45.77,22.27
2,24.63636364,24.66666667,0.03030303,74.96,74.96,2.43,9.21,3.83,107.74,48.4,38.23
2,24.66666667,24.6969697,0.03030303,54.79,54.79,2.13,7.53,3.41,85.29,40.54,76.99
2,24.6969697,24.72727273,0.03030303,52.49,52.49,3.22,6.1,9.37,80.69,38.25,89.38
2,24.72727273,24.75757576,0.03030303,198.19,198.19,12.62,12.63,14.34,252.86,53.99,70.6
2,24.75757576,24.78787879,0.03030303,85.79,85.79,3.38,7.88,7.03,129.97,32.67,23.99
2,24.78787879,24.81818182,0.03030303,79.31,79.31,2.85,12.01,4.96,116.72,31.41,49.01
2,24.81818182,24.84848485,0.03030303,28.17,28.17,1.78,3.92,5.33,44.27,37.58,91.69
2,24.84848485,24.87878788,0.03030303,45.25,45.25,2.31,7.67,3.93,64.88,35.93,91.79
2,24.87878788,24.90909091,0.03030303,94.84,94.84,3.38,9.33,4.57,142.54,33.62,34.02
2,24.90909091,24.93939394,0.03030303,24.46,24.46,1.56,5.03,2.09,45.99,39.85,16.67
2,24.93939394,24.96969697,0.03030303,15.77,15.77,1.22,2.6,1.2,24.82,37.26,14.31
2,24.96969697,25,0.03030303,63.31,63.31,2.89,4.83,4.58,88.68,17.94,18.88
2,25,25.03225806,0.032258065,40.71,40.71,3.33,4.94,10.11,52.83,33.92,40.25
2,25.03225806,25.06451613,0.032258065,35.07,35.07,2.89,4.44,12.56,45.98,44.23,63.23
2,25.06451613,25.09677419,0.032258065,11.72,11.72,1.68,1.42,9.12,26.34,54.11,85.59
2,25.09677419,25.12903226,0.032258065,41.11,41.11,2.94,4.62,11.75,68.08,36.99,161.85
2,25.12903226,25.16129032,0.032258065,121.47,121.47,5.5,29.27,11.41,188.92,20.47,215.86
2,25.16129032,25.19354839,0.032258065,281.84,281.84,47.31,29.23,12.2,421.61,20.78,96.38
2,25.19354839,25.22580645,0.032258065,122.06,122.06,5.1,13.09,8.95,211.29,21.5,33.44
2,25.22580645,25.25806452,0.032258065,57.26,57.26,3.05,7.93,9.5,89.84,32.65,20.99
2,25.25806452,25.29032258,0.032258065,65.66,65.66,2.96,9.04,8.53,91.34,28.72,19.19
2,25.29032258,25.32258065,0.032258065,64.71,64.71,4.59,9.78,6.99,96.95,25.02,26.41
2,25.32258065,25.35483871,0.032258065,120.06,120.06,4.19,10.16,7.31,174.37,21.59,28.68
2,25.35483871,25.38709677,0.032258065,77.56,77.56,2.99,15.33,4.87,115.35,31.72,52.13
2,25.38709677,25.41935484,0.032258065,25.63,25.63,1.61,4.21,3.09,43.43,39.18,87.08
2,25.41935484,25.4516129,0.032258065,6.95,6.95,1.38,0.79,7.24,29.41,42.12,87.79
2,25.4516129,25.48387097,0.032258065,20.86,20.86,2.03,2.14,6.12,31.07,46.35,69.18
2,25.48387097,25.51612903,0.032258065,30.47,30.47,3.54,3.65,7.81,42.08,45.16,41.97
2,25.51612903,25.5483871,0.032258065,51.71,51.71,3.07,10.34,6.04,72.6,33.74,41.24
2,25.5483871,25.58064516,0.032258065,64.45,64.45,3.19,9.06,5.83,103.5,22.98,30.84
2,25.58064516,25.61290323,0.032258065,90.53,90.53,3.51,8.91,6.09,131.12,24.1,31.56
2,25.61290323,25.64516129,0.032258065,19.85,19.85,2.15,6.87,3.39,36.9,44.17,36.15
2,25.64516129,25.67741935,0.032258065,23.94,23.94,1.96,3.96,3.98,36.52,44.3,96.81
2,25.67741935,25.70967742,0.032258065,21.75,21.75,3.63,2.55,7.52,41.44,44.81,119.44
