tube,top,bottom,length,Na (ppb),NH4 (ppb),K (ppb),Mg (ppb),Ca (ppb),Cl (ppb),NO3 (ppb),SO4 (ppb)
2,12.56097561,12.58536585,0.024390244,42.81,42.81,1.44,5.53,3.46,83.61,21.5,23.95
2,12.58536585,12.6097561,0.024390244,25.82,25.82,0.87,4.1,1.49,55.37,22.46,20.28
2,12.6097561,12.63414634,0.024390244,43.65,43.65,1.47,4.37,2.48,72.06,16.19,24.8
2,12.63414634,12.65853659,0.024390244,26.8,26.8,0.82,3.5,3.37,38.65,16.86,21.91
2,12.65853659,12.68292683,0.024390244,4.64,4.64,0.54,1.25,3.73,14.04,18.12,20.38
2,12.68292683,12.70731707,0.024390244,0.19,0.19,0.18,0.32,0.77,11.79,20.15,22.72
2,12.70731707,12.73170732,0.024390244,1.33,1.33,0.11,0,0.01,10.15,19.75,20.83
2,12.73170732,12.75609756,0.024390244,3.9,3.9,0.24,0.1,1.43,16.33,25.59,33.97
2,12.75609756,12.7804878,0.024390244,123.8,123.8,2.43,4.17,42,40.37,25.92,63.26
2,12.7804878,12.80487805,0.024390244,14.6,14.6,1.42,1.68,12.78,29.52,34.99,75.64
2,12.80487805,12.82926829,0.024390244,23.91,23.91,5.26,2.43,12.53,33.69,36.81,97.32
2,12.82926829,12.85365854,0.024390244,9.71,9.71,1.82,1.44,6.91,23.92,35.29,31.92
2,12.85365854,12.87804878,0.024390244,47.92,47.92,24.41,5.44,13.98,68.76,37.32,35.43
2,12.87804878,12.90243902,0.024390244,82.28,82.28,17.73,4.79,12.83,141.64,26.53,31.7
2,12.90243902,12.92682927,0.024390244,144.2,144.2,26.24,9.26,38.37,157.11,25.59,49.48
2,12.92682927,12.95121951,0.024390244,69.49,69.49,19.12,8.51,29.83,68.72,39.73,52.31
2,12.95121951,12.97560976,0.024390244,35.38,35.38,14.51,3.86,14.85,45.51,43.76,42.79
2,12.97560976,13,0.024390244,57.83,57.83,33.63,4.76,21.32,68.36,49.79,58.96
2,13,13.02631579,0.026315789,0,0,0,0,0,34.67,34.67,0
2,13.02631579,13.05263158,0.026315789,0,0,0,0,0,35.67,35.67,0
2,13.05263158,13.07894737,0.026315789,0,0,0,0,0,34.4,34.4,0
2,13.07894737,13.10526316,0.026315789,0,0,0,0,0,30.06,30.06,0
2,13.10526316,13.13157895,0.026315789,0,0,0,0,0,18.89,18.89,0
2,13.13157895,13.15789474,0.026315789,0,0,0,0,0,15.79,15.79,0
2,13.15789474,13.18421053,0.026315789,0,0,0,0,0,12.22,12.22,0
2,13.18421053,13.21052632,0.026315789,0,0,0,0,0,16.43,16.43,0
2,13.21052632,13.23684211,0.026315789,0,0,0,0,0,28.94,28.94,0
2,13.23684211,13.26315789,0.026315789,0,0,0,0,0,30.14,30.14,0
2,13.26315789,13.28947368,0.026315789,0,0,0,0,0,47.78,47.78,0
2,13.28947368,13.31578947,0.026315789,0,0,0,0,0,54.62,54.62,0
2,13.31578947,13.34210526,0.026315789,0,0,0,0,0,58.18,58.18,0
2,13.34210526,13.36842105,0.026315789,0,0,0,0,0,56.37,56.37,0
2,13.36842105,13.39473684,0.026315789,0,0,0,0,0,52.1,52.1,0
2,13.39473684,13.42105263,0.026315789,0,0,0,0,0,37.38,37.38,0
2,13.42105263,13.44736842,0.026315789,0,0,0,0,0,32.54,32.54,0
2,13.44736842,13.47368421,0.026315789,0,0,0,0,0,30.73,30.73,0
2,13.47368421,13.5,0.026315789,0,0,0,0,0,31.64,31.64,0
2,13.5,13.52631579,0.026315789,0,0,0,0,0,25.9,25.9,0
2,13.52631579,13.55263158,0.026315789,0,0,0,0,0,17.68,17.68,0
2,13.55263158,13.57894737,0.026315789,0,0,0,0,0,33.58,33.58,0
2,13.57894737,13.60526316,0.026315789,0,0,0,0,0,51,51,0
2,13.60526316,13.63157895,0.026315789,0,0,0,0,0,49.39,49.39,0
2,13.63157895,13.65789474,0.026315789,0,0,0,0,0,59.14,59.14,0
2,13.65789474,13.68421053,0.026315789,0,0,0,0,0,74.09,74.09,0
2,13.68421053,13.71052632,0.026315789,0,0,0,0,0,61.29,61.29,0
2,13.71052632,13.73684211,0.026315789,0,0,0,0,0,29,29,0
2,13.73684211,13.76315789,0.026315789,0,0,0,0,0,19.12,19.12,0
2,13.76315789,13.78947368,0.026315789,0,0,0,0,0,16.24,16.24,0
2,13.78947368,13.81578947,0.026315789,0,0,0,0,0,14.15,14.15,0
2,13.81578947,13.84210526,0.026315789,0,0,0,0,0,15.61,15.61,0
2,13.84210526,13.86842105,0.026315789,0,0,0,0,0,27.07,27.07,0
2,13.86842105,13.89473684,0.026315789,0,0,0,0,0,32.52,32.52,0
2,13.89473684,13.92105263,0.026315789,0,0,0,0,0,30.66,30.66,0
2,13.92105263,13.94736842,0.026315789,0,0,0,0,0,32.65,32.65,0
2,13.94736842,13.97368421,0.026315789,0,0,0,0,0,30.04,30.04,0
2,13.97368421,14,0.026315789,0,0,0,0,0,35.86,35.86,0
2,14,14.03030303,0.03030303,0,0,0,0,0,374.78,23.67,0
